pair_id,team_low_id,team_high_id,team_low_code,team_high_code,team_low_name,team_high_name,direct_matches,competitive_matches,friendly_matches,neutral_matches,last_match_date,last_match_score,coverage_status,verification_status,is_group_stage_pair,group_stage_match_no,model_fallback,source_notes
cuw-sen,cuw,sen,CUW,SEN,库拉索,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-sui,cuw,sui,CUW,SUI,库拉索,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-swe,cuw,swe,CUW,SWE,库拉索,瑞典,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-tun,cuw,tun,CUW,TUN,库拉索,突尼斯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-tur,cuw,tur,CUW,TUR,库拉索,土耳其,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-uru,cuw,uru,CUW,URU,库拉索,乌拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-usa,cuw,usa,CUW,USA,库拉索,美国,3,3,0,0,2019-06-30T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cuw-uzb,cuw,uzb,CUW,UZB,库拉索,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-ecu,cze,ecu,CZE,ECU,捷克,厄瓜多尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-egy,cze,egy,CZE,EGY,捷克,埃及,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-eng,cze,eng,CZE,ENG,捷克,英格兰,5,3,2,0,2021-06-22T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-esp,cze,esp,CZE,ESP,捷克,西班牙,7,7,0,1,2022-06-12T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-fra,cze,fra,CZE,FRA,捷克,法国,4,2,2,2,2003-02-12T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-ger,cze,ger,CZE,GER,捷克,德国,9,7,2,3,2020-11-11T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-gha,cze,gha,CZE,GHA,捷克,加纳,1,1,0,1,2006-06-17T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-hai,cze,hai,CZE,HAI,捷克,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-irn,cze,irn,CZE,IRN,捷克,伊朗,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-irq,cze,irq,CZE,IRQ,捷克,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-jor,cze,jor,CZE,JOR,捷克,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-jpn,cze,jpn,CZE,JPN,捷克,日本,3,2,1,0,2011-06-07T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-kor,cze,kor,CZE,KOR,捷克,韩国,3,0,3,0,2016-06-05T00:00:00Z,1-2,direct_history,verified_from_matches,1,2,direct_h2h,direct_history_from_matches
cze-ksa,cze,ksa,CZE,KSA,捷克,沙特阿拉伯,2,0,2,1,2025-09-08T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-mar,cze,mar,CZE,MAR,捷克,摩洛哥,1,0,1,0,2009-02-11T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-mex,cze,mex,CZE,MEX,捷克,墨西哥,1,1,0,1,2000-02-08T00:00:00Z,1-2,direct_history,verified_from_matches,1,53,direct_h2h,direct_history_from_matches
cze-ned,cze,ned,CZE,NED,捷克,荷兰,12,11,1,2,2021-06-27T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-nor,cze,nor,CZE,NOR,捷克,挪威,9,6,3,0,2024-03-22T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-nzl,cze,nzl,CZE,NZL,捷克,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-pan,cze,pan,CZE,PAN,捷克,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-par,cze,par,CZE,PAR,捷克,巴拉圭,1,1,0,1,1998-05-21T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-por,cze,por,CZE,POR,捷克,葡萄牙,6,6,0,4,2024-06-18T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-qat,cze,qat,CZE,QAT,捷克,卡塔尔,1,0,1,0,2017-11-11T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-rsa,cze,rsa,CZE,RSA,捷克,南非,1,1,0,1,1997-12-13T00:00:00Z,2-2,direct_history,verified_from_matches,1,25,direct_h2h,direct_history_from_matches
cze-sco,cze,sco,CZE,SCO,捷克,苏格兰,10,7,3,0,2021-06-14T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-sen,cze,sen,CZE,SEN,捷克,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-sui,cze,sui,CZE,SUI,捷克,瑞士,6,3,3,0,2022-09-27T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-swe,cze,swe,CZE,SWE,捷克,瑞典,4,1,3,0,2022-03-24T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-tun,cze,tun,CZE,TUN,捷克,突尼斯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cze-tur,cze,tur,CZE,TUR,捷克,土耳其,12,5,7,4,2024-06-26T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-uru,cze,uru,CZE,URU,捷克,乌拉圭,3,2,1,3,2018-03-23T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-usa,cze,usa,CZE,USA,捷克,美国,3,1,2,1,2014-09-03T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cze-uzb,cze,uzb,CZE,UZB,捷克,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ecu-egy,ecu,egy,ECU,EGY,厄瓜多尔,埃及,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ecu-eng,ecu,eng,ECU,ENG,厄瓜多尔,英格兰,3,1,2,2,2014-06-04T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-esp,ecu,esp,ECU,ESP,厄瓜多尔,西班牙,2,0,2,0,2013-08-14T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-fra,ecu,fra,ECU,FRA,厄瓜多尔,法国,2,1,1,1,2014-06-25T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-ger,ecu,ger,ECU,GER,厄瓜多尔,德国,2,1,1,1,2013-05-29T00:00:00Z,2-4,direct_history,verified_from_matches,1,56,direct_h2h,direct_history_from_matches
ecu-gha,ecu,gha,ECU,GHA,厄瓜多尔,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ecu-hai,ecu,hai,ECU,HAI,厄瓜多尔,海地,5,2,3,2,2016-06-12T00:00:00Z,4-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-irn,ecu,irn,ECU,IRN,厄瓜多尔,伊朗,3,1,2,3,2008-12-17T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-irq,ecu,irq,ECU,IRQ,厄瓜多尔,伊拉克,1,0,1,1,2022-11-12T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-jor,ecu,jor,ECU,JOR,厄瓜多尔,约旦,1,0,1,1,2004-10-20T00:00:00Z,0-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-jpn,ecu,jpn,ECU,JPN,厄瓜多尔,日本,4,3,1,2,2022-09-27T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-kor,ecu,kor,ECU,KOR,厄瓜多尔,韩国,2,0,2,1,2010-05-16T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-ksa,ecu,ksa,ECU,KSA,厄瓜多尔,沙特阿拉伯,1,0,1,1,2022-09-23T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-mar,ecu,mar,ECU,MAR,厄瓜多尔,摩洛哥,1,0,1,1,2026-03-27T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-mex,ecu,mex,ECU,MEX,厄瓜多尔,墨西哥,26,7,19,19,2025-10-14T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-ned,ecu,ned,ECU,NED,厄瓜多尔,荷兰,4,1,3,1,2026-03-31T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-nor,ecu,nor,ECU,NOR,厄瓜多尔,挪威,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ecu-nzl,ecu,nzl,ECU,NZL,厄瓜多尔,新西兰,1,0,1,1,2025-11-18T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-pan,ecu,pan,ECU,PAN,厄瓜多尔,巴拿马,7,0,7,0,2018-11-20T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-par,ecu,par,ECU,PAR,厄瓜多尔,巴拉圭,42,37,5,9,2025-09-04T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-por,ecu,por,ECU,POR,厄瓜多尔,葡萄牙,2,1,1,1,2013-02-06T00:00:00Z,2-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-qat,ecu,qat,ECU,QAT,厄瓜多尔,卡塔尔,4,1,3,0,2022-11-20T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-rsa,ecu,rsa,ECU,RSA,厄瓜多尔,南非,1,0,1,1,2002-04-17T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-sco,ecu,sco,ECU,SCO,厄瓜多尔,苏格兰,1,1,0,1,1995-05-24T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-sen,ecu,sen,ECU,SEN,厄瓜多尔,塞内加尔,3,1,2,3,2022-11-29T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-sui,ecu,sui,ECU,SUI,厄瓜多尔,瑞士,1,1,0,1,2014-06-15T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-swe,ecu,swe,ECU,SWE,厄瓜多尔,瑞典,2,0,2,0,2007-01-21T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-tun,ecu,tun,ECU,TUN,厄瓜多尔,突尼斯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ecu-tur,ecu,tur,ECU,TUR,厄瓜多尔,土耳其,1,0,1,1,2002-02-12T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-uru,ecu,uru,ECU,URU,厄瓜多尔,乌拉圭,50,42,8,13,2024-10-15T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-usa,ecu,usa,ECU,USA,厄瓜多尔,美国,14,2,12,0,2025-10-10T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ecu-uzb,ecu,uzb,ECU,UZB,厄瓜多尔,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
egy-eng,egy,eng,EGY,ENG,埃及,英格兰,3,1,2,1,2010-03-03T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-esp,egy,esp,EGY,ESP,埃及,西班牙,2,0,2,0,2026-03-31T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-fra,egy,fra,EGY,FRA,埃及,法国,1,0,1,0,2003-04-30T00:00:00Z,5-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-ger,egy,ger,EGY,GER,埃及,德国,1,0,1,1,1958-12-28T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-gha,egy,gha,EGY,GHA,埃及,加纳,24,11,13,8,2024-01-18T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-hai,egy,hai,EGY,HAI,埃及,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
egy-irn,egy,irn,EGY,IRN,埃及,伊朗,1,0,1,0,2000-06-07T00:00:00Z,1-1,direct_history,verified_from_matches,1,63,direct_h2h,direct_history_from_matches
egy-irq,egy,irq,EGY,IRQ,埃及,伊拉克,9,5,4,4,2012-04-17T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-jor,egy,jor,EGY,JOR,埃及,约旦,5,4,1,3,2025-12-09T00:00:00Z,0-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-jpn,egy,jpn,EGY,JPN,埃及,日本,2,0,2,0,2007-10-17T00:00:00Z,4-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-kor,egy,kor,EGY,KOR,埃及,韩国,17,10,7,5,2022-06-14T00:00:00Z,4-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-ksa,egy,ksa,EGY,KSA,埃及,沙特阿拉伯,8,4,4,5,2026-03-27T00:00:00Z,0-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-mar,egy,mar,EGY,MAR,埃及,摩洛哥,22,20,2,7,2022-01-30T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-mex,egy,mex,EGY,MEX,埃及,墨西哥,4,3,1,2,1999-07-27T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-ned,egy,ned,EGY,NED,埃及,荷兰,3,1,2,1,1990-06-12T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-nor,egy,nor,EGY,NOR,埃及,挪威,6,0,6,0,1998-11-18T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-nzl,egy,nzl,EGY,NZL,埃及,新西兰,3,1,2,2,2024-03-22T00:00:00Z,1-0,direct_history,verified_from_matches,1,40,direct_h2h,direct_history_from_matches
egy-pan,egy,pan,EGY,PAN,埃及,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
egy-par,egy,par,EGY,PAR,埃及,巴拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
egy-por,egy,por,EGY,POR,埃及,葡萄牙,4,1,3,2,2018-03-23T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-qat,egy,qat,EGY,QAT,埃及,卡塔尔,8,1,7,0,2021-12-18T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-rsa,egy,rsa,EGY,RSA,埃及,南非,13,7,6,3,2025-12-26T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-sco,egy,sco,EGY,SCO,埃及,苏格兰,1,0,1,0,1990-05-16T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-sen,egy,sen,EGY,SEN,埃及,塞内加尔,16,14,2,5,2026-01-14T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-sui,egy,sui,EGY,SUI,埃及,瑞士,1,0,1,0,1988-12-14T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-swe,egy,swe,EGY,SWE,埃及,瑞典,4,1,3,1,2007-02-07T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-tun,egy,tun,EGY,TUN,埃及,突尼斯,31,21,10,6,2023-09-12T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-tur,egy,tur,EGY,TUR,埃及,土耳其,4,1,3,2,1984-01-22T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-uru,egy,uru,EGY,URU,埃及,乌拉圭,2,1,1,1,2018-06-15T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-usa,egy,usa,EGY,USA,埃及,美国,2,2,0,2,2009-06-21T00:00:00Z,0-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
egy-uzb,egy,uzb,EGY,UZB,埃及,乌兹别克斯坦,1,1,0,1,2025-11-14T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-esp,eng,esp,ENG,ESP,英格兰,西班牙,28,9,19,3,2024-07-14T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-fra,eng,fra,ENG,FRA,英格兰,法国,34,9,25,5,2022-12-10T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-ger,eng,ger,ENG,GER,英格兰,德国,35,15,20,7,2022-09-26T00:00:00Z,3-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-gha,eng,gha,ENG,GHA,英格兰,加纳,1,0,1,0,2011-03-29T00:00:00Z,1-1,direct_history,verified_from_matches,1,45,direct_h2h,direct_history_from_matches
eng-hai,eng,hai,ENG,HAI,英格兰,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
eng-irn,eng,irn,ENG,IRN,英格兰,伊朗,1,1,0,1,2022-11-21T00:00:00Z,6-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-irq,eng,irq,ENG,IRQ,英格兰,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
eng-jor,eng,jor,ENG,JOR,英格兰,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
eng-jpn,eng,jpn,ENG,JPN,英格兰,日本,4,0,4,1,2026-03-31T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-kor,eng,kor,ENG,KOR,英格兰,韩国,1,0,1,0,2002-05-21T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-ksa,eng,ksa,ENG,KSA,英格兰,沙特阿拉伯,2,0,2,0,1998-05-23T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-mar,eng,mar,ENG,MAR,英格兰,摩洛哥,2,2,0,1,1998-05-27T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-mex,eng,mex,ENG,MEX,英格兰,墨西哥,10,1,9,1,2010-05-24T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-ned,eng,ned,ENG,NED,英格兰,荷兰,23,7,16,4,2024-07-10T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-nor,eng,nor,ENG,NOR,英格兰,挪威,12,4,8,0,2014-09-03T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-nzl,eng,nzl,ENG,NZL,英格兰,新西兰,2,0,2,0,1991-06-08T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-pan,eng,pan,ENG,PAN,英格兰,巴拿马,1,1,0,1,2018-06-24T00:00:00Z,6-1,direct_history,verified_from_matches,1,67,direct_h2h,direct_history_from_matches
eng-par,eng,par,ENG,PAR,英格兰,巴拉圭,3,2,1,2,2006-06-10T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-por,eng,por,ENG,POR,英格兰,葡萄牙,23,9,14,4,2016-06-02T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-qat,eng,qat,ENG,QAT,英格兰,卡塔尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
eng-rsa,eng,rsa,ENG,RSA,英格兰,南非,2,0,2,0,2003-05-22T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-sco,eng,sco,ENG,SCO,英格兰,苏格兰,118,100,18,0,2023-09-12T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-sen,eng,sen,ENG,SEN,英格兰,塞内加尔,2,1,1,1,2025-06-10T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-sui,eng,sui,ENG,SUI,英格兰,瑞士,30,13,17,3,2024-07-06T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-swe,eng,swe,ENG,SWE,英格兰,瑞典,25,9,16,4,2018-07-07T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-tun,eng,tun,ENG,TUN,英格兰,突尼斯,3,2,1,2,2018-06-18T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-tur,eng,tur,ENG,TUR,英格兰,土耳其,11,10,1,0,2016-05-22T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-uru,eng,uru,ENG,URU,英格兰,乌拉圭,12,3,9,2,2026-03-27T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-usa,eng,usa,ENG,USA,英格兰,美国,12,4,8,3,2022-11-25T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
eng-uzb,eng,uzb,ENG,UZB,英格兰,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
esp-fra,esp,fra,ESP,FRA,西班牙,法国,38,12,26,7,2025-06-05T00:00:00Z,5-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-ger,esp,ger,ESP,GER,西班牙,德国,27,13,14,6,2024-07-05T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-gha,esp,gha,ESP,GHA,西班牙,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
esp-hai,esp,hai,ESP,HAI,西班牙,海地,1,0,1,1,2013-06-08T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-irn,esp,irn,ESP,IRN,西班牙,伊朗,1,1,0,1,2018-06-20T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-irq,esp,irq,ESP,IRQ,西班牙,伊拉克,1,1,0,1,2009-06-17T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-jor,esp,jor,ESP,JOR,西班牙,约旦,1,0,1,0,2022-11-17T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-jpn,esp,jpn,ESP,JPN,西班牙,日本,2,1,1,1,2022-12-01T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-kor,esp,kor,ESP,KOR,西班牙,韩国,6,3,3,5,2016-06-01T00:00:00Z,6-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-ksa,esp,ksa,ESP,KSA,西班牙,沙特阿拉伯,3,1,2,2,2012-09-07T00:00:00Z,5-0,direct_history,verified_from_matches,1,38,direct_h2h,direct_history_from_matches
esp-mar,esp,mar,ESP,MAR,西班牙,摩洛哥,4,4,0,2,2022-12-06T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-mex,esp,mex,ESP,MEX,西班牙,墨西哥,7,2,5,2,2010-08-11T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-ned,esp,ned,ESP,NED,西班牙,荷兰,15,7,8,3,2025-03-23T00:00:00Z,3-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-nor,esp,nor,ESP,NOR,西班牙,挪威,10,7,3,1,2023-10-15T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-nzl,esp,nzl,ESP,NZL,西班牙,新西兰,1,1,0,1,2009-06-14T00:00:00Z,0-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-pan,esp,pan,ESP,PAN,西班牙,巴拿马,1,0,1,0,2012-11-14T00:00:00Z,1-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
esp-par,esp,par,ESP,PAR,西班牙,巴拉圭,4,3,1,3,2010-07-03T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
